,Authors,CiteScore,CiteScorePercentile,Views,OpenAccess,Affiliations,Prominence,Citations,FWCI,Publication type
11354,4,3.4,21.0,42,0,1,99.493,58,3.13,Article
17610,3,1.6,40.0,188,1,1,74.765,43,6.76,Conference Paper
12323,2,4.8,7.0,133,0,3,99.75200000000001,55,6.91,Article
97963,3,1.6,40.0,24,0,1,99.855,9,1.45,Conference Paper
80785,3,1.7,34.0,10,0,3,92.141,12,1.37,Article
2109,2,0.7,88.0,113,0,1,99.70700000000001,162,7.02,Article
53278,5,5.2,14.0,24,1,12,97.70700000000001,18,0.92,Article
93481,1,1.0,65.0,11,0,1,84.756,10,2.95,Conference Paper
63948,4,1.1,67.0,14,1,2,98.395,15,3.15,Conference Paper
60916,2,3.1,20.0,16,0,1,63.36,16,2.0,Article
80615,6,,,16,0,4,99.77,12,3.88,Conference Paper
47951,3,,,8,0,1,95.315,19,2.59,Conference Paper
15710,2,4.4,16.0,17,0,3,98.48200000000001,46,3.61,Article
84947,3,1.2,53.0,9,1,2,99.902,11,1.94,Conference Paper
34486,5,,,17,0,1,92.12899999999999,26,4.96,Conference Paper
10376,6,3.5,14.0,27,1,5,92.415,61,5.71,Article
74687,3,,,0,0,1,72.548,13,2.73,Conference Paper
77161,2,0.3,86.0,20,1,1,98.524,12,1.63,Article
86256,3,4.3,18.0,29,0,1,97.646,11,0.31,Article
6282,1,6.2,4.0,54,0,1,99.946,83,3.68,Article
81390,4,6.1,12.0,18,0,2,92.719,12,1.86,Conference Paper
75386,3,1.4,53.0,8,0,2,99.383,13,2.67,Conference Paper
24600,3,3.4,26.0,18,0,2,65.407,33,2.32,Article
8064,2,5.4,14.0,33,1,2,99.90899999999999,71,0.97,Review
82444,4,2.9,30.0,16,0,3,85.16,11,0.88,Article
96054,3,5.4,8.0,8,0,3,98.009,10,0.75,Article
41896,3,7.4,1.0,24,0,1,91.814,22,0.88,Article
1390,2,,,36,1,2,75.059,208,14.3,Article
20936,4,,,47,1,2,97.726,38,5.56,Conference Paper
51389,1,2.2,22.0,49,0,1,99.195,18,1.61,Article
29122,1,3.0,19.0,10,0,1,32.929,29,1.82,Article
36147,5,,,9,1,3,78.874,25,1.88,Conference Paper
51941,2,1.2,53.0,76,1,2,98.01299999999999,18,2.49,Conference Paper
24645,3,9.6,3.0,19,0,2,68.642,33,1.78,Article
47291,5,2.6,33.0,13,0,1,99.744,20,1.36,Article
41628,5,6.5,9.0,15,1,2,92.415,22,1.49,Article
11832,4,12.0,2.0,53,0,3,95.04899999999999,56,2.41,Article
67762,17,5.4,14.0,16,1,9,70.821,14,1.03,Article
97236,4,3.3,22.0,17,0,1,80.955,9,0.7,Article
25733,6,7.3,3.0,38,0,3,98.58,32,2.66,Article
92400,3,2.8,32.0,15,0,2,97.691,10,0.64,Conference Paper
27808,3,7.6,9.0,8,1,3,97.846,30,2.78,Conference Paper
99178,6,,,75,0,5,99.101,9,1.68,Conference Paper
31235,6,3.9,21.0,36,1,4,99.564,28,1.01,Article
32480,3,1.9,43.0,55,0,3,92.103,27,2.36,Article
4129,2,2.2,37.0,13,1,1,96.178,108,14.01,Conference Paper
8409,5,6.5,9.0,18,0,3,96.721,70,3.08,Article
72379,3,14.6,1.0,24,1,2,66.149,13,0.96,Article
32588,2,1.2,53.0,22,1,1,52.81399999999999,27,2.49,Conference Paper
23614,4,6.3,18.0,19,1,1,56.275,34,1.67,Article
74796,4,,,28,1,6,94.758,13,2.47,Conference Paper
85291,2,,,12,0,1,98.045,11,1.61,Conference Paper
26662,4,8.2,5.0,27,0,1,80.918,31,2.03,Article
99128,5,,,9,0,2,99.73100000000001,9,2.09,Conference Paper
86768,3,1.5,51.0,12,0,1,97.63799999999999,11,0.6,Article
9915,2,5.3,4.0,19,1,1,99.02600000000001,63,7.38,Article
90209,2,3.5,14.0,27,1,2,90.014,10,0.48,Article
57527,4,,,25,0,2,35.671,16,2.78,Conference Paper
67597,3,,,6,0,3,92.75,14,2.86,Conference Paper
20928,2,5.2,7.0,96,0,1,99.956,38,1.76,Article
79770,4,5.1,8.0,80,1,3,96.31299999999999,12,0.96,Article
81335,2,,,60,0,1,99.57600000000001,12,1.19,Conference Paper
5996,2,9.7,1.0,60,1,3,93.117,86,3.74,Article
45341,6,,,36,0,5,99.779,20,1.16,Conference Paper
5601,3,3.6,19.0,22,0,2,87.351,89,6.91,Article
30831,7,4.1,18.0,81,1,4,91.344,28,1.67,Article
78394,3,,,16,0,1,75.839,12,1.3,Conference Paper
5592,4,4.9,17.0,44,0,3,99.412,89,2.84,Article
72479,3,,,8,0,1,89.83,13,2.17,Conference Paper
68909,4,5.2,17.0,24,1,3,92.553,14,1.77,Conference Paper
86173,4,4.7,18.0,14,0,2,95.67,11,0.82,Article
66469,2,,,0,0,2,91.85700000000001,14,1.77,Conference Paper
6570,2,,,29,1,10,97.691,81,10.27,Conference Paper
16590,8,,,8,1,3,98.162,44,2.84,Article
43042,5,,,8,0,2,91.5,21,3.56,Conference Paper
86311,6,3.3,22.0,12,0,3,88.60799999999999,11,0.7,Article
87467,7,3.5,34.0,12,0,2,96.67,11,0.99,Article
28675,5,3.5,25.0,39,1,2,93.324,30,2.37,Article
4383,4,9.5,1.0,57,1,2,80.76100000000001,104,9.2,Article
50770,3,4.3,7.0,23,0,1,92.947,18,0.87,Article
33872,2,5.2,14.0,38,1,1,90.994,26,2.5,Article
84107,4,1.6,40.0,15,0,3,99.916,11,1.93,Conference Paper
43309,2,3.5,30.0,62,0,1,83.42200000000001,21,1.06,Article
9413,5,8.2,5.0,82,0,3,99.87200000000001,65,2.68,Article
64054,3,1.6,40.0,11,0,2,85.1,15,1.69,Conference Paper
28536,3,,,70,0,1,30.516,30,3.36,Conference Paper
12698,4,,,1,0,1,99.855,53,4.37,Conference Paper
84170,5,,,31,0,4,92.399,11,2.38,Conference Paper
62508,3,1.5,43.0,26,0,2,51.516000000000005,15,2.12,Article
81225,3,,,5,0,1,82.602,12,1.59,Conference Paper
16922,6,,,22,0,1,99.057,44,7.42,Conference Paper
73571,5,,,19,0,4,88.501,13,4.26,Conference Paper
67968,3,,,11,0,2,81.756,14,2.37,Conference Paper
47967,5,3.6,9.0,133,0,2,44.54600000000001,19,1.58,Article
7702,4,10.8,3.0,109,0,2,97.863,74,5.5,Article
7118,5,1.6,40.0,18,1,4,99.99799999999999,77,5.07,Conference Paper
52682,2,5.1,8.0,32,0,1,85.71,18,0.94,Article
53042,6,4.5,17.0,24,0,2,91.89,18,2.82,Conference Paper
98261,6,,,35,0,3,91.605,9,2.78,Conference Paper
53506,4,3.6,24.0,55,1,3,95.162,18,1.33,Article
86641,6,5.2,14.0,40,1,6,97.699,11,0.92,Article
79643,5,6.0,7.0,33,0,4,93.01700000000001,12,2.55,Conference Paper
49665,6,3.4,1.0,65,0,5,88.84200000000001,19,1.61,Article
93427,4,,,4,0,1,97.225,10,1.2,Conference Paper
65158,4,3.0,14.0,48,1,2,99.736,15,0.58,Article
33071,2,4.5,9.0,18,0,4,90.52799999999999,27,1.56,Article
98861,3,3.1,35.0,15,0,1,85.185,9,0.83,Article
38237,2,3.2,45.0,36,0,2,92.719,24,1.42,Article
62483,3,1.2,53.0,52,1,2,62.883,15,3.32,Conference Paper
17084,4,1.9,51.0,130,1,1,94.795,44,2.93,Article
82534,4,,,10,0,4,89.571,11,0.36,Book
34401,4,,,24,1,2,90.038,26,3.09,Conference Paper
27548,4,4.1,18.0,16,1,2,96.665,31,2.0,Article
81649,5,,,18,0,3,98.92299999999999,11,2.63,Conference Paper
83153,3,,,55,0,1,82.31700000000001,11,0.47,Article
30667,3,9.1,4.0,21,0,8,92.26799999999999,28,2.34,Article
12101,3,,,27,0,3,95.105,55,9.74,Conference Paper
18147,5,5.1,8.0,40,1,2,93.21700000000001,42,2.03,Article
64778,2,9.5,1.0,19,1,7,84.262,15,2.15,Article
68789,2,,,8,1,1,94.693,14,1.31,Article
98383,3,,,39,1,4,99.80799999999999,9,1.81,Conference Paper
89843,4,,,17,0,4,88.86,10,2.52,Conference Paper
82046,3,0.8,51.0,40,0,1,85.758,11,2.78,Conference Paper
16919,2,9.2,3.0,49,0,1,95.855,44,2.88,Article
61505,2,6.7,2.0,42,1,1,90.44200000000001,15,1.29,Article
93054,13,2.7,24.0,17,0,3,89.126,10,1.92,Article
35795,4,,,7,0,3,97.477,25,4.51,Conference Paper
60060,5,,,12,0,3,97.631,16,4.36,Conference Paper
88793,3,2.2,15.0,11,1,4,84.56,10,0.53,Article
55024,3,,,11,0,3,99.359,17,5.07,Conference Paper
82904,3,3.6,16.0,34,0,2,83.068,11,0.53,Article
59450,3,5.4,6.0,9,0,1,94.551,16,0.75,Article
73304,9,5.4,14.0,27,1,6,98.663,13,0.34,Review
28882,5,5.2,7.0,19,0,3,93.588,30,1.64,Article
88594,3,,,12,0,4,58.07899999999999,10,2.16,Conference Paper
77023,6,3.5,15.0,112,0,2,98.92299999999999,12,1.08,Article
10857,3,5.5,11.0,44,0,2,98.429,59,4.06,Article
83384,3,,,6,0,2,93.15899999999999,11,2.89,Conference Paper
23669,5,6.1,11.0,28,0,6,93.135,34,2.91,Article
88258,4,,,15,0,3,96.773,11,1.18,Conference Paper
57291,2,5.5,14.0,17,1,1,80.579,16,0.68,Article
89192,3,8.0,6.0,16,0,2,82.663,10,0.43,Article
50830,4,1.1,67.0,40,0,1,98.462,18,2.86,Conference Paper
44332,2,9.5,2.0,16,0,1,92.405,21,1.63,Article
76161,11,,,14,1,6,94.281,12,1.27,Conference Paper
41441,4,,,15,1,3,98.785,22,2.1,Conference Paper
20220,4,5.4,14.0,36,1,6,92.17200000000001,39,1.5,Article
92232,3,1.1,81.0,18,0,1,93.83,10,0.81,Conference Paper
12940,4,10.2,3.0,39,1,2,99.73299999999999,53,2.36,Article
7893,3,5.3,2.0,57,0,2,99.946,72,3.1,Article
98320,3,,,17,1,4,82.49600000000001,9,1.11,Conference Paper
37966,2,8.0,1.0,27,1,1,86.178,24,2.27,Article
75364,3,,,9,1,2,90.35,13,1.45,Conference Paper
41955,3,5.4,14.0,31,1,1,96.075,22,0.56,Review
96273,2,1.2,55.0,9,1,1,79.753,10,0.75,Article
72436,8,3.9,25.0,41,0,4,82.544,13,0.78,Article
63095,3,,,20,0,2,96.012,15,5.21,Conference Paper
87620,3,,,19,0,1,94.79700000000001,11,1.89,Conference Paper
40657,4,1.9,43.0,30,0,1,75.971,22,1.44,Article
57728,3,1.4,56.0,14,0,1,70.813,16,2.7,Conference Paper
17279,4,8.7,5.0,20,1,2,74.583,43,2.64,Article
81174,4,,,27,0,5,80.758,12,0.79,Conference Paper
46417,3,5.5,5.0,41,1,3,98.208,20,1.21,Article
14796,2,,,25,1,2,99.92200000000001,48,3.49,Article
67717,1,,,14,0,1,94.779,14,0.61,Article
55513,2,,,6,0,1,89.79700000000001,17,2.46,Conference Paper
43569,3,4.6,23.0,14,0,1,90.53299999999999,21,1.05,Article
8141,2,6.4,12.0,91,0,1,97.094,71,3.78,Article
19471,10,,,18,0,2,85.82700000000001,40,8.06,Conference Paper
96347,5,,,9,0,2,73.888,10,0.49,Conference Paper
8561,5,8.1,6.0,55,1,3,99.855,69,4.81,Article
74305,7,5.4,14.0,12,1,9,86.61399999999999,13,0.66,Article
21399,3,2.6,17.0,73,0,2,85.804,37,3.18,Article
41942,6,1.6,40.0,23,0,3,87.6,22,3.38,Conference Paper
84287,4,,,11,0,1,77.123,11,0.95,Conference Paper
70819,1,1.9,45.0,16,0,1,97.111,13,1.12,Article
40494,1,4.7,20.0,88,0,1,95.863,22,1.77,Article
82554,4,4.8,17.0,32,0,3,97.579,11,0.79,Article
23039,3,3.9,12.0,54,0,4,81.617,35,1.92,Article
14070,5,1.1,67.0,25,0,4,93.73100000000001,50,6.87,Conference Paper
43132,4,5.2,8.0,37,0,2,96.348,21,1.2,Article
69855,2,0.8,79.0,19,1,1,57.79,14,1.34,Conference Paper
8286,4,,,28,0,1,89.014,70,3.89,Conference Paper
68936,5,,,43,0,2,5.034,14,0.38,Conference Paper
71772,3,1.3,68.0,20,0,3,87.655,13,1.08,Article
62767,3,2.0,14.0,9,1,2,81.178,15,0.91,Article
39580,4,8.7,5.0,15,1,3,99.62200000000001,23,1.32,Article
50246,4,3.5,29.0,21,0,3,97.669,19,2.35,Conference Paper
47530,3,,,19,0,2,92.861,20,3.64,Conference Paper
43487,2,,,10,0,1,99.725,21,4.7,Conference Paper
55311,3,,,4,0,1,99.365,17,2.86,Conference Paper
45130,2,,,35,0,2,74.038,20,2.6,Conference Paper
96764,2,1.6,40.0,8,1,2,89.32,9,1.45,Conference Paper
8989,3,6.0,12.0,21,0,2,98.485,66,6.76,Conference Paper
38338,4,6.4,3.0,21,0,4,86.719,24,1.43,Article
63579,3,6.0,13.0,19,0,3,88.406,15,0.74,Article
57810,4,1.2,59.0,30,1,2,82.507,16,1.07,Article
89823,3,1.7,37.0,76,0,4,73.301,10,0.35,Review
12270,3,7.6,8.0,114,0,2,94.779,55,2.02,Article
45711,5,3.9,25.0,27,0,1,63.681000000000004,20,1.17,Article
15400,3,6.3,10.0,39,0,1,89.876,47,2.54,Article
61644,5,3.5,25.0,19,1,24,89.085,15,1.93,Conference Paper
76813,4,2.8,30.0,25,1,3,88.251,12,1.15,Article
72622,7,5.4,14.0,16,1,2,92.367,13,0.38,Article
17359,3,,,10,0,1,99.56,43,4.92,Conference Paper
75975,4,3.2,18.0,55,0,3,94.54899999999999,12,0.46,Article
12383,4,1.6,40.0,24,1,3,99.99799999999999,54,7.73,Conference Paper
14588,3,13.1,1.0,36,0,3,97.79799999999999,49,5.0,Article
95781,6,,,58,0,4,94.95299999999999,10,2.66,Conference Paper
18913,4,22.0,1.0,42,0,6,90.179,41,2.62,Article
34762,5,6.7,11.0,6,0,2,62.853,25,1.97,Conference Paper
80922,5,1.0,65.0,9,0,1,84.11,12,3.79,Conference Paper
26491,9,,,43,1,6,98.25399999999999,32,1.76,Article
42997,4,,,13,0,1,99.67,21,2.54,Conference Paper
66994,6,1.0,31.0,31,1,1,11.642999999999999,14,1.81,Conference Paper
77686,6,2.4,38.0,13,0,4,98.529,12,0.81,Article
93178,3,,,3,0,1,47.551,10,1.12,Conference Paper
93678,2,1.6,40.0,15,0,3,58.568000000000005,10,1.45,Conference Paper
51339,2,3.9,21.0,15,1,1,86.947,18,1.42,Article
98643,2,0.8,53.0,9,0,2,41.943000000000005,9,1.54,Article
67418,6,,,29,0,2,89.492,14,2.73,Conference Paper
23067,2,,,6,0,1,99.70700000000001,35,3.78,Conference Paper
83060,4,,,28,0,2,50.293,11,1.94,Conference Paper
7162,5,8.8,1.0,22,1,4,99.03,77,7.64,Article
39656,3,7.8,7.0,38,0,2,90.992,23,1.47,Article
11795,2,9.1,4.0,16,0,1,89.193,56,3.26,Article
2510,4,4.9,17.0,51,0,3,97.446,145,10.34,Article
4364,2,5.7,14.0,58,1,3,83.803,104,6.57,Article
84707,2,1.2,59.0,44,1,2,98.024,11,0.72,Article
6772,1,9.6,3.0,17,1,1,98.006,80,3.4,Article
53012,2,3.8,13.0,30,0,3,98.863,18,1.05,Article
79012,1,,,47,0,1,91.74700000000001,12,3.23,Conference Paper
11074,8,4.3,7.0,57,0,5,99.749,59,3.98,Article
89614,5,,,14,0,2,18.384,10,2.13,Conference Paper
81227,3,3.5,23.0,20,1,2,89.29700000000001,12,0.99,Article
93444,13,,,65,0,1,92.685,10,0.58,Conference Paper
86400,6,,,15,0,4,96.95,11,2.62,Conference Paper
59795,6,1.6,40.0,16,0,2,76.923,16,2.9,Conference Paper
48379,2,3.4,20.0,14,0,4,98.863,19,1.34,Article
49492,4,2.7,28.0,32,0,1,94.973,19,0.94,Article
12248,5,9.5,2.0,40,0,1,99.07600000000001,55,5.51,Article
42776,2,1.2,53.0,33,1,1,17.727,21,3.32,Conference Paper
69007,7,8.8,4.0,28,1,5,82.369,14,2.34,Conference Paper
59992,4,5.8,11.0,32,0,2,99.135,16,1.08,Article
83136,4,,,12,0,2,82.965,11,1.09,Conference Paper
63204,2,,,11,0,1,90.64299999999999,15,2.16,Conference Paper
62641,6,1.9,43.0,17,0,6,99.03,15,0.92,Article
80563,4,,,21,1,3,90.37899999999999,12,1.05,Conference Paper
16574,7,1.2,59.0,29,1,3,99.559,44,2.86,Article
38452,4,3.9,12.0,54,0,2,88.881,23,1.47,Article
40821,2,9.1,4.0,16,1,2,83.75299999999999,22,1.02,Article
78214,3,,,18,0,3,86.37299999999999,12,1.08,Conference Paper
57836,2,10.6,3.0,20,0,1,46.821999999999996,16,3.47,Conference Paper
19804,3,7.0,3.0,75,0,3,72.98,39,2.0,Article
30358,5,8.1,1.0,14,1,5,79.184,28,1.95,Article
86956,3,1.9,43.0,20,0,2,95.069,11,0.31,Article
35840,5,8.6,3.0,77,0,5,75.13,25,1.65,Article
55849,2,3.9,26.0,32,0,1,58.707,17,0.36,Review
17882,9,8.6,5.0,46,0,5,82.99,42,2.24,Article
8251,5,10.0,3.0,43,0,2,91.766,70,3.18,Article
38681,3,1.6,37.0,82,1,3,99.102,23,1.43,Article
43432,4,,,22,0,1,94.804,21,1.13,Conference Paper
76585,1,6.8,11.0,29,0,2,95.105,12,0.41,Article
3873,5,15.2,1.0,29,0,4,99.667,112,6.43,Article
56831,4,9.2,5.0,24,1,3,89.656,17,1.27,Conference Paper
9884,3,,,13,0,1,99.84200000000001,63,5.14,Conference Paper
7725,6,16.3,1.0,71,0,3,96.098,73,4.09,Article
31351,5,2.6,33.0,11,0,1,92.039,28,2.52,Article
39543,2,,,13,0,1,34.42,23,3.56,Conference Paper
14166,2,6.2,4.0,177,0,1,98.197,50,3.19,Article
74280,3,,,33,0,2,98.271,13,2.22,Conference Paper
58805,5,6.8,8.0,46,0,1,98.891,16,1.14,Article
33735,4,2.3,8.0,44,0,3,97.693,26,2.18,Article
57715,3,3.2,18.0,44,0,1,84.555,16,1.03,Article
86459,4,,,16,0,5,99.309,11,2.4,Conference Paper
26066,2,4.0,7.0,36,0,2,99.345,32,2.78,Article
14642,4,,,23,1,2,66.878,49,5.03,Conference Paper
12640,5,4.7,20.0,26,0,3,96.79899999999999,54,4.28,Article
76442,2,4.9,14.0,9,1,3,98.29299999999999,12,1.02,Article
94993,3,2.3,39.0,10,0,1,97.926,10,0.71,Article
85704,7,1.8,35.0,25,1,6,98.15100000000001,11,2.91,Conference Paper
16699,6,10.2,3.0,23,1,5,91.431,44,1.67,Article
88698,2,3.6,9.0,51,1,1,51.239,10,1.4,Article
44688,7,1.6,40.0,26,0,4,75.608,21,2.41,Conference Paper
25982,7,7.3,3.0,22,0,4,94.777,32,2.2,Article
25163,7,4.6,23.0,69,0,4,96.588,33,2.2,Article
62727,2,15.2,1.0,15,0,2,56.343,15,1.2,Article
43161,3,1.1,81.0,9,0,1,88.936,21,1.62,Conference Paper
73379,5,,,23,0,1,91.711,13,0.8,Conference Paper
66538,2,7.9,2.0,20,1,8,84.556,14,0.88,Article
29172,5,7.3,3.0,36,0,2,92.20299999999999,29,1.85,Article
50788,6,6.5,9.0,12,0,4,93.01700000000001,18,1.13,Article
77059,4,4.4,3.0,24,0,6,98.087,12,1.26,Article
86652,2,1.2,76.0,15,0,1,78.569,11,0.18,Article
64469,6,2.8,31.0,34,0,6,83.27799999999999,15,1.26,Article
39303,5,2.6,44.0,42,0,3,98.184,23,2.6,Conference Paper
77156,9,16.1,1.0,24,0,1,96.169,12,1.21,Article
20249,3,6.0,4.0,99,0,4,32.264,39,2.96,Article
37627,3,4.9,17.0,22,0,2,98.465,24,0.86,Article
66013,3,,,8,1,4,92.10799999999999,14,2.05,Conference Paper
9448,2,7.9,3.0,169,0,2,99.37,64,6.26,Article
58537,3,8.9,8.0,44,0,3,83.743,16,0.89,Article
81434,3,6.8,11.0,23,0,2,78.751,12,0.61,Article
42763,5,3.2,11.0,93,0,4,95.382,21,1.24,Article
94839,5,,,39,0,6,97.395,10,0.79,Conference Paper
54241,6,11.6,2.0,21,0,5,97.10700000000001,17,1.17,Article
4482,1,2.4,45.0,53,0,1,79.797,103,4.17,Article
13909,4,2.8,20.0,144,0,2,99.369,50,4.08,Article
64964,1,,,21,0,1,23.869,15,2.48,Conference Paper
67332,2,0.7,73.0,7,0,1,68.23,14,4.28,Conference Paper
95300,3,4.2,12.0,40,0,4,99.215,10,0.43,Article
45173,4,,,14,0,1,89.441,20,1.68,Conference Paper
19217,4,7.9,2.0,21,1,2,69.74,40,1.54,Article
89205,6,,,20,0,3,99.63799999999999,10,1.82,Conference Paper
30257,2,5.4,6.0,57,0,5,43.608999999999995,28,1.97,Article
84309,5,0.1,95.0,12,1,3,98.87100000000001,11,1.08,Article
53351,4,5.2,14.0,42,1,2,96.171,18,0.92,Article
24661,2,0.4,89.0,12,0,3,82.105,33,4.04,Article
40643,4,,,3,0,2,98.024,22,3.83,Conference Paper
15082,11,,,18,0,2,99.146,48,6.15,Conference Paper
47996,3,1.8,36.0,36,0,2,93.25,19,1.72,Article
84493,2,1.9,43.0,14,0,2,92.103,11,0.62,Article
46963,4,3.9,13.0,50,1,4,96.09100000000001,20,1.53,Article
93382,3,,,11,0,2,92.921,10,1.18,Conference Paper
92056,2,,,9,0,1,99.46700000000001,10,2.08,Conference Paper
45203,2,1.2,53.0,16,1,2,93.535,20,3.04,Conference Paper
8993,5,7.2,2.0,38,0,1,97.06,66,2.45,Article
96832,4,,,13,0,3,70.473,9,0.71,Conference Paper
74417,4,1.4,65.0,16,0,2,96.773,13,1.2,Conference Paper
34211,4,,,16,0,4,99.67,26,3.64,Conference Paper
55463,3,5.4,14.0,16,1,1,95.131,17,0.94,Article
83167,3,1.1,43.0,11,0,2,97.68799999999999,11,0.53,Article
58786,6,,,8,1,11,89.085,16,1.98,Conference Paper
20397,5,5.0,6.0,19,0,1,91.486,38,0.97,Review
88863,6,0.6,85.0,45,0,2,86.926,10,2.37,Conference Paper
36158,6,,,47,0,3,76.157,25,3.98,Conference Paper
84592,4,0.6,80.0,30,0,1,99.385,11,0.85,Article
57822,3,,,23,0,1,34.247,16,3.24,Conference Paper
72096,3,8.7,5.0,24,0,2,95.18700000000001,13,1.02,Article
6712,6,6.5,9.0,75,1,2,86.32,80,6.17,Conference Paper
75508,4,2.7,24.0,43,0,1,93.40899999999999,13,0.96,Article
7260,5,,,25,1,2,99.685,76,4.56,Article
9194,4,8.6,3.0,54,0,2,83.82799999999999,65,4.23,Article
60335,3,,,0,0,1,99.916,16,0.97,Conference Paper
69810,4,,,39,0,2,55.971000000000004,14,2.06,Conference Paper
40046,4,8.6,3.0,64,0,1,98.035,23,1.86,Article
665,5,7.3,3.0,114,1,2,99.241,324,18.98,Article
18871,4,1.9,64.0,33,0,1,99.855,41,3.36,Conference Paper
16167,3,17.4,1.0,29,0,2,94.756,45,2.21,Conference Paper
12362,4,4.8,8.0,58,1,8,98.711,54,2.21,Article
96858,3,,,23,0,2,98.429,9,2.08,Conference Paper
81855,2,,,1,0,1,99.916,11,1.22,Conference Paper
9658,4,5.2,5.0,44,0,6,98.53,64,5.7,Article
7568,4,12.0,2.0,39,0,4,90.145,74,3.77,Article
48688,5,1.8,35.0,35,1,2,63.816,19,4.16,Conference Paper
36113,5,8.2,5.0,46,1,7,97.01899999999999,25,1.11,Article
27951,1,6.8,11.0,39,0,2,76.056,30,1.53,Article
20664,5,3.4,21.0,15,0,1,84.16,38,2.62,Article
18839,2,0.8,79.0,21,1,1,97.93799999999999,41,6.36,Conference Paper
47750,3,5.1,8.0,60,0,3,86.61,19,1.15,Article
45681,5,,,18,0,1,94.596,20,2.15,Conference Paper
32405,5,7.4,1.0,38,1,4,95.775,27,2.05,Article
20717,6,5.4,14.0,45,1,4,91.125,38,2.06,Article
30590,4,,,8,1,2,70.432,28,6.27,Conference Paper
65341,2,,,6,1,1,73.355,15,2.1,Conference Paper
96389,3,,,13,0,3,96.665,9,0.98,Conference Paper
75944,2,1.6,40.0,35,0,1,92.495,12,2.17,Conference Paper
40892,2,3.6,16.0,53,0,2,94.98299999999999,22,0.95,Article
67635,6,15.6,1.0,49,1,6,96.97399999999999,14,1.11,Article
45546,3,,,12,0,1,69.48100000000001,20,2.03,Conference Paper
752,5,,,18,0,3,96.411,299,40.99,Conference Paper
9359,7,14.0,2.0,45,1,5,97.01299999999999,65,6.79,Article
65120,7,,,16,0,4,92.81299999999999,15,2.23,Conference Paper
80209,1,,,31,0,1,99.855,12,1.52,Conference Paper
63203,4,1.6,40.0,33,0,1,99.385,15,1.21,Conference Paper
11922,4,,,58,0,2,99.559,56,8.58,Conference Paper
39666,7,4.7,8.0,10,1,5,84.56,23,1.6,Article
36689,2,,,4,1,1,82.91,24,3.29,Conference Paper
14064,4,1.2,53.0,14,1,2,99.439,50,7.74,Conference Paper
15613,3,3.8,13.0,38,0,2,98.863,46,2.68,Article
60707,6,3.8,15.0,24,0,2,89.34200000000001,16,1.05,Article
50315,4,2.6,33.0,12,0,3,99.383,19,1.47,Article
71248,3,,,17,0,2,90.49,13,1.58,Conference Paper
58588,2,6.0,4.0,21,0,2,95.375,16,1.13,Article
93769,3,3.4,20.0,32,0,1,84.463,10,0.59,Article
1320,3,16.3,1.0,30,0,2,99.71600000000001,213,12.17,Article
81908,2,,,25,0,1,95.705,11,0.97,Conference Paper
19875,2,5.4,14.0,15,1,1,98.669,39,1.12,Review
65040,2,,,23,1,1,99.152,15,1.84,Conference Paper
62237,9,4.7,5.0,27,1,10,96.523,15,1.02,Article
10137,5,9.0,4.0,19,0,2,96.30799999999999,62,3.86,Article
83468,4,2.4,33.0,20,0,1,91.523,11,0.89,Article
56620,5,3.1,20.0,29,1,2,95.32799999999999,17,1.13,Article
42472,4,6.8,11.0,38,0,4,97.941,22,1.22,Article
61942,2,1.5,62.0,31,0,1,13.235999999999999,15,1.02,Article
65713,2,,,12,0,2,49.8,14,2.54,Conference Paper
1781,2,8.2,1.0,149,0,2,93.551,179,12.61,Article
41271,3,2.6,40.0,13,0,1,97.25200000000001,22,2.0,Conference Paper
35741,6,5.4,8.0,11,1,2,97.12799999999999,25,1.72,Article
45320,3,2.5,34.0,19,1,1,94.184,20,1.18,Article
75463,6,,,37,0,1,89.035,13,1.48,Conference Paper
48822,5,1.0,65.0,100,0,1,93.632,19,5.06,Conference Paper
77823,6,1.8,35.0,9,1,3,99.15799999999999,12,2.08,Conference Paper
8646,3,16.3,1.0,35,0,3,99.38600000000001,68,3.46,Article
25507,2,6.5,9.0,19,1,2,98.521,32,3.57,Conference Paper
65951,3,1.0,65.0,8,0,1,49.32899999999999,14,4.22,Conference Paper
26542,5,8.1,1.0,42,0,6,83.3,32,2.41,Article
14611,6,5.5,14.0,64,1,7,98.273,49,2.8,Article
46386,2,,,12,0,1,34.036,20,2.76,Conference Paper
59501,3,4.8,8.0,21,1,4,98.18799999999999,16,0.97,Article
51095,3,6.1,9.0,44,1,4,75.336,18,1.61,Article
49694,5,,,7,1,1,92.085,19,1.2,Article
60702,4,10.8,1.0,18,1,4,93.51700000000001,16,1.2,Article
8690,1,3.6,28.0,33,1,2,86.12799999999999,68,3.24,Article
61337,5,4.3,13.0,149,0,3,88.81700000000001,15,1.06,Article
41409,2,,,28,0,1,97.552,22,3.45,Conference Paper
63154,7,3.0,32.0,45,0,1,96.291,15,1.1,Article
40641,5,0.5,90.0,34,0,2,92.934,22,4.6,Conference Paper
8724,3,6.2,4.0,63,1,2,96.87299999999999,68,3.8,Article
49881,3,5.3,6.0,10,0,4,79.704,19,1.62,Article
38464,2,5.3,4.0,16,1,3,99.02600000000001,23,3.35,Article
69136,5,1.6,40.0,7,1,3,81.37899999999999,14,2.41,Conference Paper
45142,6,1.8,46.0,9,0,1,99.12700000000001,20,0.61,Review
